Time,position.x,position.y,position.z,orientation.x,orientation.y,orientation.z,orientation.w,orientation
1651835926.1042306,-1.1060230933884116,1.590083859010536,0.0,0.0,0.0,0.0528124676871902,0.9986044478454869,0.10567409785437437
1651835926.1044068,-1.1060230933884116,1.590083859010536,0.0,0.0,0.0,0.0528124676871902,0.9986044478454869,0.10567409785437437
1651835926.105083,-1.1060230933884116,1.590083859010536,0.0,0.0,0.0,0.0528124676871902,0.9986044478454869,0.10567409785437437
1651835926.192966,-1.1060230933884116,1.590083859010536,0.0,0.0,0.0,0.0528124676871902,0.9986044478454869,0.10567409785437437
1651835926.2928898,-1.1060230933884116,1.590083859010536,0.0,0.0,0.0,0.0528124676871902,0.9986044478454869,0.10567409785437437
1651835926.392951,-1.1060230933884116,1.590083859010536,0.0,0.0,0.0,0.0528124676871902,0.9986044478454869,0.10567409785437437
1651835926.492909,-1.1060230933884116,1.590083859010536,0.0,0.0,0.0,0.0528124676871902,0.9986044478454869,0.10567409785437437
1651835926.5931149,-1.1060230933884116,1.590083859010536,0.0,0.0,0.0,0.0528124676871902,0.9986044478454869,0.10567409785437437
1651835926.6931183,-1.1060230933884116,1.590083859010536,0.0,0.0,0.0,0.0528124676871902,0.9986044478454869,0.10567409785437437
1651835926.7930844,-1.1060230933884116,1.590083859010536,0.0,0.0,0.0,0.0528124676871902,0.9986044478454869,0.10567409785437437
1651835926.8928795,-1.1060230933884116,1.590083859010536,0.0,0.0,0.0,0.0528124676871902,0.9986044478454869,0.10567409785437437
1651835926.9931364,-1.1060230933884116,1.590083859010536,0.0,0.0,0.0,0.0528124676871902,0.9986044478454869,0.10567409785437437
1651835927.0931044,-1.1060230933884116,1.590083859010536,0.0,0.0,0.0,0.0528124676871902,0.9986044478454869,0.10567409785437437
1651835927.1930242,-1.1060230933884116,1.590083859010536,0.0,0.0,0.0,0.0528124676871902,0.9986044478454869,0.10567409785437437
1651835927.29309,-1.1060230933884116,1.590083859010536,0.0,0.0,0.0,0.0528124676871902,0.9986044478454869,0.10567409785437437
1651835927.3929377,-1.1060230933884116,1.590083859010536,0.0,0.0,0.0,0.0528124676871902,0.9986044478454869,0.10567409785437437
1651835927.4928763,-1.1060230933884116,1.590083859010536,0.0,0.0,0.0,0.0528124676871902,0.9986044478454869,0.10567409785437437
1651835927.59294,-1.1060230933884116,1.590083859010536,0.0,0.0,0.0,0.0528124676871902,0.9986044478454869,0.10567409785437437
1651835927.6930645,-1.1060230933884116,1.590083859010536,0.0,0.0,0.0,0.0528124676871902,0.9986044478454869,0.10567409785437437
1651835927.7930112,-1.1060230933884116,1.590083859010536,0.0,0.0,0.0,0.0528124676871902,0.9986044478454869,0.10567409785437437
1651835927.892954,-1.1060230933884116,1.590083859010536,0.0,0.0,0.0,0.0528124676871902,0.9986044478454869,0.10567409785437437
1651835927.993134,-1.1060230933884116,1.590083859010536,0.0,0.0,0.0,0.0528124676871902,0.9986044478454869,0.10567409785437437
1651835928.0929554,-1.1060230933884116,1.590083859010536,0.0,0.0,0.0,0.0528124676871902,0.9986044478454869,0.10567409785437437
1651835928.1930704,-1.1060230933884116,1.590083859010536,0.0,0.0,0.0,0.0528124676871902,0.9986044478454869,0.10567409785437437
1651835928.2930105,-1.1060230933884116,1.590083859010536,0.0,0.0,0.0,0.0528124676871902,0.9986044478454869,0.10567409785437437
1651835928.3930917,-1.1060230933884116,1.590083859010536,0.0,0.0,0.0,0.0528124676871902,0.9986044478454869,0.10567409785437437
