Time,position.x,position.y,position.z,orientation.x,orientation.y,orientation.z,orientation.w,orientation
1648214153.7957776,-0.8228776345238449,-0.0314670155983163,0.0,0.0,0.0,0.0380911515662607,0.9992742687432496,0.07620073777693628
1648214153.7962096,-0.8375509729997241,-0.0324659996250487,0.0,0.0,0.0,0.0380229447722831,0.9992768663743016,0.07606422529496347
1648214153.7997515,-0.8538991874540681,-0.0338210662516283,0.0,0.0,0.0,0.0380893504917833,0.99927433739645,0.07619713301201467
1648214153.8568325,-0.8745616184971778,-0.0354885509979445,0.0,0.0,0.0,0.0372989190873167,0.9993041532160856,0.07461514588072744
1648214153.9568102,-0.8976275393973175,-0.0374187500088689,0.0,0.0,0.0,0.0372060075271362,0.9993076168047008,0.0744291936882962
1648214154.0569046,-0.9213590814808974,-0.0387981212752758,0.0,0.0,0.0,0.0380259578891132,0.99927675171927,0.07607025588989537
1648214154.1568294,-0.9666964017540348,-0.041483158029264,0.0,0.0,0.0,0.0369980568465639,0.9993153375134288,0.07401300577376711
1648214154.2568786,-0.987521052401768,-0.043172023140463,0.0,0.0,0.0,0.0368612687261718,0.999320392500772,0.07373924279009916
1648214154.3568494,-1.0295921931811889,-0.0467023269859951,0.0,0.0,0.0,0.0373711837873631,0.9993014533274388,0.07475977611648445
1648214154.456769,-1.0522193385183078,-0.0485975050210363,0.0,0.0,0.0,0.0370691163925059,0.999312704117124,0.07415522242325251
1648214154.5568595,-1.07538293157555,-0.0510910570495198,0.0,0.0,0.0,0.0370298675650382,0.9993141592653012,0.07407667083729769
1648214154.6568654,-1.0979276879021511,-0.0530352768115438,0.0,0.0,0.0,0.0371607103869732,0.9993093022700908,0.07433853671502047
1648214154.756888,-1.1202064135969303,-0.0545179934495015,0.0,0.0,0.0,0.0373522890644687,0.999302159760322,0.07472196026791873
1648214154.8568356,-1.162832438427874,-0.0569696457877492,0.0,0.0,0.0,0.0368631732772906,0.9993203222470404,0.07374305448292569
1648214154.956823,-1.1852178226016292,-0.058589990402468,0.0,0.0,0.0,0.0364582551231441,0.9993351768217588,0.07293267340665673
1648214155.056836,-1.2098014670722912,-0.06623608763301,0.0,0.0,0.0,0.0374382170000876,0.99929894421432,0.07489393642743367
1648214155.1568334,-1.254340793062327,-0.0695291693260187,0.0,0.0,0.0,0.0371662574686411,0.999309095978704,0.07434963854751184
1648214155.2568974,-1.2757419506421828,-0.0711166307405338,0.0,0.0,0.0,0.0370251392999308,0.9993143344612948,0.0740672078177876
1648214155.35685,-1.2975345639880798,-0.0729822229556627,0.0,0.0,0.0,0.0371509214620833,0.9993096662369068,0.07431894533708586
1648214155.4568455,-1.319534363525639,-0.0745724486806553,0.0,0.0,0.0,0.0373507323192597,0.9993022179477112,0.07471884460335529
1648214155.5568657,-1.3643863615070009,-0.0777555396675123,0.0,0.0,0.0,0.0373092290904966,0.9993037683430764,0.07463578024941696
1648214155.6568456,-1.3862711318247904,-0.0793958264907043,0.0,0.0,0.0,0.0376568741735271,0.9992907283806246,0.07533155936838119
1648214155.7578297,-1.407919711375767,-0.0811926752414619,0.0,0.0,0.0,0.0371357577443978,0.9993102298569496,0.07428859695975838
1648214155.856878,-1.4358423356101129,-0.080870441328267,0.0,0.0,0.0,0.0385192856558394,0.9992578569281124,0.07705763485160415
1648214155.95678,-1.4577072404687128,-0.0823398277277828,0.0,0.0,0.0,0.0386080346806399,0.9992544318931482,0.07723526503229121
1648214156.056855,-1.501279240256965,-0.0850073568767976,0.0,0.0,0.0,0.038445424560973,0.9992607013839414,0.0769098031599232
1648214156.1568274,-1.5230788706080924,-0.0868637839484464,0.0,0.0,0.0,0.0382830656741283,0.999266934748964,0.07658484615947522
1648214156.2569072,-1.5517898565386137,-0.0897369678724944,0.0,0.0,0.0,0.038842186793844,0.9992453575198996,0.07770392079772702
1648214156.3568735,-1.54946864934052,-0.0897034853384111,0.0,0.0,0.0,0.0387524114765336,0.9992488431840956,0.0775242348777611
