Time,X,Y,Ori,Vel Lin,LF 0-179,LF 180-359,360-539
1648214345.7569532,-0.8617911695706761,0.1006702957772888,0.0752730950594873,0.0752730950594873,0.6759444503320589,1.8114444432987107,4.707055556774139
1648214345.8568823,-0.8617911695706761,0.1006702957772888,0.0752730950594873,0.0752730950594873,0.6751111177934541,1.8112777759631475,4.707944430245293
1648214346.1569624,-0.8617911695706761,0.1006702957772888,0.0752730950594873,0.07539003287937776,0.6761666730046272,1.8111666672759585,4.707611102528042
1648214346.2570505,-0.8617911695706761,0.1006702957772888,0.0752730950594873,0.0848478084294991,0.6765555616882112,1.8116111083163156,4.707222212685479
1648214346.5569968,-0.8673552469443091,0.0999513947671132,0.0748349832880151,0.0844593776863876,0.690388892756568,1.8339444478352864,4.699333327346378
1648214346.6568692,-0.8745148762761127,0.0994188487398456,0.0757899711250896,0.10911475708073591,0.6984444492393069,1.8420000020000669,4.564444439940982
1648214346.8570445,-0.8829473466020289,0.0987556293231658,0.0755697440441159,0.1474088024385208,0.720277781950103,2.0189999933044116,4.941222190856934
1648214346.9569604,-0.8987077090352392,0.0977180656243394,0.07526958816577,0.15104091570367062,0.7350000050332811,1.9026111116011937,4.905999966462454
1648214347.256953,-0.9342916179338884,0.0950310368622835,0.074497240915789,0.15065751298233956,0.7970000035232968,2.0186666680706873,4.71172218852573
1648214347.3568852,-0.953181796316626,0.0936706226589374,0.0754427289125592,0.26012748676613173,0.8078888903061548,2.0132777745525043,4.7046666396988766
1648214347.6570196,-1.017810933801306,0.0889723980562361,0.0750481774348637,0.30636369655967977,0.874444446961085,2.5089444350865153,4.614722205532922
1648214347.7569702,-1.017810933801306,0.0889723980562361,0.0750481774348637,0.30636369655967977,0.9060000000728501,2.4426666673686768,4.54199999305937
1648214347.9569542,-1.0958066443968102,0.0827589343678411,0.0729695387401687,0.27625290568029887,0.9757222241825527,2.617555554707845,4.316166675090789
1648214348.0570414,-1.1360808886504128,0.079909617154614,0.0722087699231822,0.27605293109596607,0.9929444448815452,2.701555553740925,4.630444429980384
1648214348.3570364,-1.2118678392932016,0.070447530581009,0.0678802179483624,0.2749524291610684,1.064944444431199,2.8793888866901396,4.0575555245081585
1648214348.4569016,-1.2118678392932016,0.070447530581009,0.0678802179483624,0.2749524291610684,1.079166668984625,3.1169999993509716,4.14338886472914
1648214348.7569294,-1.314947745737663,0.0631112224865058,0.0671776139171654,0.2705448281271841,1.144333333439297,3.3274999899996653,3.8720555312103695
1648214348.856883,-1.3360552262802956,0.0619371991259903,0.0670839858484094,0.270521595019831,1.1573333332935969,3.5857221997446485,3.8468888799349465
1648214349.1569529,-1.4039073990249873,0.062814027293105,0.0692908483369867,0.27107728395795755,1.2143888900677362,3.7882221973604624,3.58644444876247
1648214349.2569866,-1.4457935813115,0.0600620944326335,0.0682594017601688,0.27081546880379637,1.2299999978807237,3.8153333057959875,3.659833331902822
1648214349.456874,-1.487363905981259,0.0572957579810041,0.0688138694861056,0.0688138694861056,1.2719444430536695,3.960888868239191,3.296222209268146
1648214349.5569303,-1.5009702094519746,0.0561534558010357,0.0669999361106571,0.0669999361106571,1.27477777534061,3.961722207069397,3.298499990171856
1648214349.8569582,-1.4825548133656996,0.0573712225146367,0.0680771260777238,0.0680771260777238,1.2644999980926515,4.0344999823305345,3.458222221003638
1648214349.9569442,-1.4890314030366103,0.0569510720163797,0.0678800260137566,0.0678800260137566,1.2685555554098553,4.029222200976478,3.576888875828849
1648214350.2569847,-1.4884209055008566,0.0563693240711721,0.0683327364170844,0.0683327364170844,1.2684999995761448,3.9180555366807512,3.580555535025067
1648214350.3568058,-1.4884209055008566,0.0563693240711721,0.0683327364170844,0.0683327364170844,1.2679444419013128,3.915833317240079,3.579722202486462
1648214350.657,-1.4875861306647369,0.0322104787763929,0.069600160893935,0.069600160893935,1.2733888851271735,4.049555530813005,3.5487777451674143
1648214350.9568765,-1.4860367899029217,0.0133313578180603,0.0315966542237865,0.0315966542237865,1.2784444428152508,4.316833314299584,2.9873333301809097
1648214351.0570903,-1.4860367899029217,0.0133313578180603,0.0315966542237865,0.0315966542237865,1.2786111113097933,4.555499969919523,2.999722209903929
1648214351.3569794,-1.4861597435602758,-0.0030290858462991,-0.0279649399697972,0.0279649399697972,1.2814999984370337,5.041888863179419,2.6837777727180057
1648214351.757018,-1.487005500569356,-0.0145341850827032,-0.0780792601818865,0.0780792601818865,1.2871111111508475,5.285444429847929,2.237555558151669
1648214351.856923,-1.4873727841540936,-0.0240746496552792,-0.0724497264626683,0.0724497264626683,1.2908888869815403,5.147999987999598,2.2382777803474
1648214352.056816,-1.489950203916802,-0.0568367451010497,-0.0735380145125856,0.0735380145125856,1.3065555532773336,5.342444430457221,2.336777785089281
1648214352.1569777,-1.4935884345273287,-0.0967982277284958,-0.0750177093989704,0.0750177093989704,1.3452777746650908,5.5093332926432295,2.3260000109672547
1648214352.4570444,-1.4958200804854371,-0.1352804070304469,-0.073679932890037,0.073679932890037,1.451666667064031,5.252777763207754,2.3040555636088054
1648214352.5569403,-1.4970703598227573,-0.1479855572091383,-0.0755113682235615,0.0755113682235615,1.4556666692097981,5.120166654056973,2.1630555629730224
1648214352.857075,-1.5083397554624576,-0.1660319761240758,-0.135670632173879,0.135670632173879,1.6400000055631,5.265666641129387,1.98844443625874
1648214352.957006,-1.5083397554624576,-0.1660319761240758,-0.135670632173879,0.135670632173879,1.6737777789433796,5.52588884168201,1.9426111075613233
1648214353.1570363,-1.5126885424207157,-0.1912615210472308,-0.1956988566503306,0.1956988566503306,1.8192777785989973,5.656277742650774,1.8276111125946044
1648214353.2569475,-1.516068024585989,-0.2070445150344777,-0.2329240931317938,0.2329240931317938,1.8688333312670389,5.557555536429088,1.7997777733537885
1648214353.5569856,-1.530867983042977,-0.2636573936810588,-0.2713527890330955,0.2713527890330955,1.9943888862927754,5.293999981880188,1.718944446908103
1648214353.6569986,-1.530867983042977,-0.2636573936810588,-0.2713527890330955,0.2713527890330955,2.017111117309994,5.327444439464145,1.693555564350552
