Time,X,Y,Ori,Vel Lin,LF 0-179,LF 180-359,360-539
1648214153.9568102,-0.8976275393973175,-0.0374187500088689,0.0744291936882962,0.2892892604081389,0.768555556403266,2.156611108779907,4.532444414827559
1648214154.0569046,-0.9213590814808974,-0.0387981212752758,0.0760702558898953,0.28971581790705225,0.7989444447888269,2.073222230043676,4.546444414721595
1648214154.3568494,-1.0295921931811889,-0.0467023269859951,0.0747597761164844,0.28937448995961096,0.891888890001509,2.361444451742702,4.397944438457489
1648214154.456769,-1.0522193385183078,-0.0485975050210363,0.0741552224232525,0.28921889344757573,0.9134444437093205,2.5717777685986625,4.433944430616167
1648214154.756888,-1.1202064135969303,-0.0545179934495015,0.0747219602679187,0.2893647225573265,1.0030555539660984,3.3061666468779247,4.20099999109904
1648214155.056836,-1.2098014670722912,-0.06623608763301,0.0748939364274336,0.2894091792393506,1.08277777797646,3.026333323121071,4.06755552954144
1648214155.1568334,-1.254340793062327,-0.0695291693260187,0.0743496385475118,0.2892688024425444,1.1037777788109249,3.3313333216640686,4.1188888682259455
1648214155.4568455,-1.319534363525639,-0.0745724486806553,0.0747188446033552,0.28936391802237277,1.1672222233480878,3.429555543926027,3.8093333184719085
1648214155.5568657,-1.3643863615070009,-0.0777555396675123,0.0746357802494169,0.28934248047571126,1.182555557290713,3.5326111048460005,3.807444434695774
1648214155.856878,-1.4358423356101129,-0.080870441328267,0.0770576348516041,0.2899766376853854,1.2481666657659742,3.8231110946999656,3.6427777462535436
1648214155.95678,-1.4577072404687128,-0.0823398277277828,0.0772352650322912,0.2858143628778661,1.263833331068357,4.0393888625833725,3.477777781089147
1648214156.2569072,-1.5517898565386137,-0.0897369678724944,0.077703920797727,0.077703920797727,1.3283333324723774,4.052555539541775,3.45311110218366
1648214156.556873,-1.5342675130178167,-0.0878343222839434,0.078561962190811,0.078561962190811,1.3101111051109102,3.7868888626495996,3.2555555562178293
1648214156.6568878,-1.533738982243742,-0.0874550089549991,0.0780781672530245,0.0780781672530245,1.3111666623089049,4.066999973853429,3.2507222168975405
1648214156.9567966,-1.5389833344817367,-0.0884328104086028,0.0793081097263011,0.0793081097263011,1.3161666644944086,4.069222202234798,3.248444437980652
1648214157.0568852,-1.5383571899621096,-0.0885632906584214,0.0792983879413088,0.0792983879413088,1.314999994635582,3.9344444351063834,3.2499999940395354
1648214157.3568666,-1.5386450108169305,-0.1043523015246392,0.0783564288722722,0.0783564288722722,1.3279444475968678,4.16944441696008,3.2361111130979325
1648214157.4568896,-1.5357842138373066,-0.1380753072806701,0.079151317652804,0.079151317652804,1.3283333331346512,4.190055535899268,3.2319444404708015
