VEL LIN,LS 0-179,LC 180-359,LD 360-539
0.0714256045864827,6.099198692148509,5.748595707409734,1.4754728582736003
0.0729551070524136,5.91877623971901,5.816243134216138,1.456231189397987
0.0838772844853444,5.789486152158784,5.899201497500739,1.403646774171271
0.0119534892383804,2.152075021214364,4.788998487056018,0.2640135285922511
0.0120830611977738,1.7747713167459958,3.847909670561245,0.1144064398824568
0.0121844419210487,1.4373495828461085,3.1184831301932263,0.0638495160792558
0.012265927374991,1.1342304007104531,2.1349100870762863,0.0226493786981964
0.0123328497869796,0.8082043168048095,1.8728426951395836,0.0065728624097431
0.0119149395738049,0.6900680050164004,1.646995954827686,3.992816352632954e-06
0.0124406787232397,0.6862114501910053,1.328054124978965,0.0038558721787894
0.0148514136471972,0.5009646946048231,1.049633598725496,0.0384922362289597
0.015348188344142,0.364202278673267,0.9030085381440408,0.0760011135605934
0.0170929313427364,0.3855587474868852,0.6889951054226429,0.0846510710944023
0.0258823296122188,0.3478472890944588,0.5240598919337147,0.2071256375203992
0.0321357684341407,0.3497557404518286,0.4475611834744675,0.2941779706924702
0.0418358796805956,0.3473523066316442,0.361878852492266,0.5826288981153409
0.0529228330627002,0.2398668632667106,0.2913989834307642,0.6303473389943582
0.0655383248108843,0.1911495062864879,0.2358585301085781,0.6456504079166298
0.0798712068427991,0.1689690078396578,0.1921971053321035,0.570843085931234
0.0961669269663605,0.1703195328121876,0.1536246074885926,0.5603549626058258
0.1139942040605726,0.1287607871957663,0.1436146599961056,0.5821631588112262
0.1332157758212779,0.1047965921797538,0.109928994016192,0.5334921814664181
0.2033025835617946,0.0789529359430038,0.080464661290384,0.4828450170006411
0.2055201727739231,0.0961911422713932,0.0871706242395984,0.4716456765976932
0.2060159392192301,0.0907433824582402,0.0942148174310691,0.4462087392331448
0.2066233528183789,0.0625068701430581,0.0858885575859079,0.4159386588775962
0.2073849136425474,0.0363969103266044,0.0940160194783047,0.3992307508072861
0.2083678276052418,0.0521212905574553,0.1003364104824308,0.3777406429661923
0.1081990439302765,0.0033310479606638,0.5675814557745815,0.4546432477171551
0.1246428125572521,0.0072741585279453,0.6228617577567873,0.4824133121591999
0.1380804357587391,0.0084074613392123,0.5368490893530965,0.5781090812676407
0.1492606347387661,0.0042127320097237,0.4934533981610415,0.5804658531940206
0.1587053355073327,0.0034066452799303,0.4450193553869319,0.6041639610588523
0.1597270286932359,0.0022552042894277,0.4489625567954584,0.6039964698987221
0.1597270286932359,0.0056637396247246,0.4485236470483358,0.6063948316222136
0.1703776035417316,0.010708524505544,0.4134603335628616,0.570978906098116
0.1803292220635639,0.0109981906588694,0.4092150787632773,0.5418069866795253
0.1990126404447666,0.0088717816269809,0.4041043309640222,0.6571982990684891
0.5305379086412243,1.879438973399625,0.0910956158588999,6.617836935848647e-05
0.5076691681504072,1.8822500637378243,0.0905723303856274,0.0002149252718195
0.339336413541238,2.066282993902453,0.0815761968134982,3.128861608398529e-05
0.1677915181837148,1.8457480236155288,0.0673214401085013,4.031864412445303e-05
0.096337461388283,1.7880152751876144,0.0449719015300513,0.0008810564424205
0.0729454420557185,1.7568947068420295,0.0316279718173349,0.0014454229193348
0.0665436450708946,1.4178611807777648,0.0050538281072877,0.0093295264940188
0.0591111743603588,1.1563710626647337,4.867424972983376e-06,0.0144523993079244
0.0518131376437608,0.8416002486125099,0.0008742164661903,0.0167685503494964
0.0565188501609296,0.6583801958285733,0.0039701807391326,0.0196276602348334
0.0214523145558416,0.4009579477873087,0.0144443560633393,0.0283739534642616
0.0095028136873431,0.248584485652398,0.0379334378180816,0.0342236338989003
0.0062833068972269,0.1443941800317396,0.0898216419370499,0.0446095415419746
0.0035047994089511,0.0730655637855096,0.1479443267588711,0.0562005526143102
0.0059947330313364,0.016514766465304,0.2237393029727708,0.0702000205326582
0.0171177080089173,4.472056039161345e-05,0.3035868042184586,0.0813615896895167
0.0341030484947998,0.0117347552285398,0.2992554382601721,0.0821747559801163
0.0365973319108468,0.0316240256398471,0.4316521021550072,0.0922965230400003
0.0196361576912085,0.056845861442493,0.4285004660127977,0.0952434735337825
0.0037528778484798,0.1048992695439488,0.4004852147187457,0.0977178186238609
0.0001505427829194,0.168652997149021,0.4351610198365957,0.0995229637555241
0.0021966110447989,0.237307092877187,0.4488404113645434,0.1019291680930369
0.0128668328545014,0.2841087317276382,0.0725251447184682,0.263895768216871
0.0026619913296748,0.1405627554981781,0.0220874393753768,0.2031219882811709
0.0116619859005385,0.0695940749721659,0.0019895583870223,0.1453069827061993
0.0263882013681891,0.02873798053473,0.0002565803372384,0.0809819083555372
0.1317600633326228,0.0071259828497958,0.0045954659266651,0.0333829268458661
0.1518996299145524,0.0032931333161134,0.0090514217674139,0.0093110131972038
0.1817162861285842,0.0040977389405631,0.0050165684817094,0.0090659767771511
0.2851750373750198,0.0040489358913546,0.0047693438692613,0.0090111121126182
0.2837867960395938,0.0691783070554538,0.0199440377554652,0.0347552645061488
0.458585723352685,0.0468840018893475,0.0101094591762566,0.0258195500731065
0.7481787170108724,0.0236471475593778,0.0014558281774592,0.016894366687834
0.7458531474058758,0.0048444276682292,0.0033134894249767,0.0085702753125825
0.0348251974147649,0.0080996341721748,0.0225266896597017,0.5374173460811659
0.0468855480898718,0.0049224698852874,0.0253810286680073,0.5741420656684361
0.0585231909522601,0.0061408786595335,0.01808599351516,0.6060201433231436
0.0696197942965633,0.0043781220022965,0.0141916858046567,0.6199218998617165
0.0801384410553406,0.0001410635469502,0.0097929332954732,0.6320224352505466
0.0900810286615379,0.0018129083983572,0.0043960277637203,0.6384450602532222
0.1001528707932781,0.0074837953769943,0.0003211377168101,0.6627985054178819
0.3862091074993267,0.0429971617664403,0.043115633124544,0.8979867870212385
0.3862091074993267,0.0429971617664403,0.043115633124544,0.8979867870212385
0.3862091074993267,0.0429971617664403,0.043115633124544,0.8979867870212385
0.3862091074993267,0.0429971617664403,0.043115633124544,0.8979867870212385
0.3907040780026113,0.062715726176908,0.0315367720784632,0.8913419520555677
0.3914074214907693,0.0753848555346301,0.0235937227327054,0.881494298294706
0.1647768948947038,0.1434892882998898,0.2293936742074327,0.1400911756914116
0.1572994592399461,0.1859616693844617,0.2208260680319743,0.1246050562032291
0.151677169123471,0.2258560676540643,0.233168282787143,0.1391507592826934
0.1150605093792771,0.2258706977678896,0.1409713523014472,0.0987712066131421
0.0831528973118985,0.243796059560633,0.090992327978484,0.0622282931813122
0.0623281961823539,0.263047956566237,0.0621148522329738,0.0486590862062483
0.0478924053365678,0.280807978650045,0.0434931936458089,0.0345110644305627
0.0600175808776728,0.3360178043607903,0.0224698919940666,0.0180985471712888
0.0423995438584033,0.4627466586828828,0.0106246857562556,0.0069662279241292
0.0286407482146532,0.6498112567728097,0.0032673193056219,0.003530976156816
0.0183354169684066,0.7802987303347677,0.0001496964808714,0.0004708018699248
0.0084693693059867,0.7945738232710559,0.0010018243318835,1.6799460386589e-05
