X,Y
0.0,0.0
-5.695100231783989e-05,3.145893956400109e-05
-0.0022616914023438,0.0003291950224154
-0.0194868928510513,-0.0014709984421664
-0.0372254002252899,-0.003089996601327
-0.0823687353666872,-0.0067305103435145
-0.1045117814823676,-0.008313939155224
-0.1451865622688313,-0.0115139819837603
-0.16454217956789,-0.013256128429726
-0.204069421910811,-0.0154908100273532
-0.2249291858472584,-0.0164883875859393
-0.2637357295656293,-0.0292684053662068
-0.2848355158511553,-0.030669328214969
-0.3259131589873523,-0.0347236522060898
-0.3464416096049798,-0.0364784947685264
-0.3876329376272787,-0.0384958694706581
-0.4082436694180829,-0.039505209252407
-0.4447220545479862,-0.0414599748415824
-0.5079929769571785,-0.0438640724999248
-0.5289575402284394,-0.0448447109933842
-0.5591333923438198,-0.0464928987423012
-0.5438038924503015,-0.0454173732095928
-0.5481845743088511,-0.0453174402894369
-0.5482043189502315,-0.0453148542803304
-0.5497685000146821,-0.0452218200598674
-0.548258806708358,-0.0453333074158431
-0.5474024369381685,-0.0452885940999436
-0.5475995510952243,-0.0452406326976458
-0.547296351783432,-0.0455751337004324
-0.5473112744059108,-0.0476789705623358
-0.5472843607081388,-0.0491714720372684
-0.5448773042277775,-0.0934714035718626
-0.5406622435404427,-0.1683750013562779
-0.5406171215619393,-0.169013286195512
-0.5388759449456748,-0.1944900870418322
-0.5365008012099648,-0.2342653831756791
-0.5360418987139879,-0.259100479175653
-0.5383856279631081,-0.3020785041092096
-0.5385278876975801,-0.3043307934294694
-0.544463029536046,-0.3452596368746801
-0.5519325787288747,-0.3857223425002752
-0.554942774867734,-0.3993161732281288
-0.5624749061853911,-0.4258819248013791
-0.5702422417789976,-0.4517206711631453
-0.5785265198703629,-0.4742835018610233
-0.586470450551138,-0.4802714099604353
-0.5852398276060085,-0.4811415411632413
-0.5805449701062646,-0.4859787083444903
-0.580556400018454,-0.4861664841773915
-0.5814401534618066,-0.4873511720241302
-0.592785503247927,-0.4973513577399601
-0.6068735550761843,-0.5280358348925616
-0.6104528965526754,-0.5644903636054885
-0.6116567974189333,-0.6310294039840609
-0.6159338054130425,-0.6757260598539083
-0.6160936213730093,-0.6817154046659508
-0.6292587847685425,-0.7379585399178272
-0.6315863326089799,-0.7534504060939239
-0.6336866139906774,-0.7815767966165007
-0.6290431103533101,-0.8032425715141983
-0.6183546055779288,-0.8236272870453278
-0.5832182252419729,-0.8764171638764683
-0.5797881146370494,-0.8820987794041099
-0.5569874719020391,-0.924680670502088
-0.5526348330180033,-0.9230613346241096
-0.5380607441684069,-0.9543821723316188
-0.5252173061618532,-0.9855235864076162
-0.513938723216488,-1.01690295871912
-0.5051412503965809,-1.0506315913224908
-0.4873622862185975,-1.1131875334814887
-0.4816010165106834,-1.161096302735041
-0.4809797450220601,-1.1680540690564205
-0.4753976858139559,-1.223852455784817
-0.4745257020427824,-1.2421800959231926
-0.4722249710717578,-1.2799845078897618
-0.4740182551849439,-1.3256632894778384
-0.4684461710839414,-1.3658962493640254
-0.4594771351424536,-1.438932810545528
-0.458409464009244,-1.4472301317810174
-0.448669175132967,-1.5095208200699304
-0.4504818530213719,-1.528699380596927
-0.4449699359430747,-1.5694962946204478
-0.4402227546239834,-1.610477799615851
-0.4356585508284967,-1.651499800657804
-0.4317036688118281,-1.6922372553220792
-0.4299638975767252,-1.727145033493675
-0.4211899048279899,-1.817204106692572
-0.4147301319288201,-1.883274364003405
-0.4132076309284445,-1.9052427704658617
-0.4122418792295983,-1.9547492146744907
-0.4077951078220088,-1.999147141918512
-0.4036787679126339,-2.043502585284734
-0.3991062860175161,-2.0868339189179435
-0.3813402642444208,-2.172405372491296
-0.380169089940285,-2.175359016614
-0.3730620931336053,-2.242454455648747
-0.3714087960257779,-2.265320577667817
-0.3668963183274005,-2.3120916860179683
-0.363321392284226,-2.356874707035463
-0.3614490257905625,-2.391330703697322
-0.3587397445202904,-2.4383206202832075
-0.35603666702787,-2.4842491879303057
-0.3520488915914352,-2.568402776437104
-0.3515383081329288,-2.57743635827544
-0.359692186948358,-2.6171455978431304
-0.3553627822852954,-2.6629516590336184
-0.3506444417710732,-2.709422692887276
-0.3464867328836893,-2.754328644257178
-0.3412308163080773,-2.800247460316194
-0.3405665760597371,-2.849871104818438
-0.337043024896283,-2.898755609602508
-0.3352854430066863,-2.995603796913853
-0.3362647270166106,-3.020591057330958
-0.340760911398698,-3.07581808296596
-0.3418361443223598,-3.126946550388104
-0.3416710627041148,-3.177193066456309
-0.3384541500668654,-3.227456805044244
-0.3256706360513848,-3.2781604832275617
-0.3210102806604968,-3.328816177028461
-0.3104531060476392,-3.425714709726798
-0.3101163097815687,-3.429683148098992
-0.3014634827404614,-3.484843340570549
-0.2986120758928896,-3.509970250029254
-0.2930221956433385,-3.561260344325392
-0.2877054590881898,-3.612601146118984
-0.2821959073967572,-3.6574465221296286
-0.2708557117625449,-3.7010054828240895
-0.267564368204306,-3.727324313642879
-0.2648082341393389,-3.794455435279001
-0.2649448738888547,-3.803152187500765
-0.2675096149896274,-3.865737897375155
-0.2684703375400403,-3.884769830990938
-0.2687891794472055,-3.918275778445757
-0.2670030655520961,-3.9513778350034494
-0.2651343249636584,-3.984241034879812
-0.2611640076943045,-4.017409285056171
-0.2554462564312532,-4.051121891567703
-0.2552978532093681,-4.1243414748886895
-0.2579499079234142,-4.133256015342697
-0.2617089125811893,-4.133752936056516
-0.27188104470547,-4.139256071985424
-0.2854361935666019,-4.162751579119608
-0.2894875790174553,-4.189419755878669
-0.2761965049986474,-4.213694435140376
-0.2618878671112907,-4.2469249440146655
-0.2657047095047444,-4.251217300038922
-0.2803178398661765,-4.267626148300664
-0.2941797795112415,-4.296910136024435
-0.293981361910764,-4.329346097653018
-0.2771594502231993,-4.3859091471365845
-0.2549616522111197,-4.421573834867223
-0.2367070428678206,-4.455098776423847
-0.2121324886987015,-4.514094149112621
-0.2092724886677526,-4.528166236554853
-0.2081170148057527,-4.559806155957033
-0.2090948815839826,-4.591839486715694
-0.2041786754887944,-4.622198974970863
-0.1976390603912943,-4.651564738106204
-0.1911297452753781,-4.675081052539085
-0.1857829896646203,-4.686795586871198
-0.1774341896228137,-4.705777905626153
-0.1770999146888299,-4.70684906941299
-0.1750931854953836,-4.715670517304552
-0.1770445009773047,-4.739524856649942
-0.1771393752590484,-4.764667038180397
-0.1657463823241847,-4.786717195032231
-0.1504856186765264,-4.804838670610953
-0.1498089292748443,-4.807107261534201
-0.1560554927986841,-4.8020364666274045
-0.1533249657120385,-4.8111529130671125
-0.1538196488510754,-4.8101806280893245
-0.1487251224541066,-4.809412109978163
-0.1250819308333591,-4.81882888161236
-0.0893211808999195,-4.840458388129349
-0.0755632447424845,-4.851351619439385
-0.0869489203521419,-4.845118211150827
-0.0889018106769715,-4.845111319828147
-0.0843897783906894,-4.845995705682355
-0.0860446266851899,-4.845554052881501
-0.08781061316729,-4.845111166851193
-0.0871409577433689,-4.845261506875444
-0.0868948671343211,-4.845211174215296
-0.0841510552048168,-4.844683049710418
-0.065361495900488,-4.843987634132688
-0.0431250153343332,-4.842775398957035
-0.040558858570206,-4.842548518290915
-0.0395528317602019,-4.842906792243113
-0.0310403537497573,-4.842506094227224
-0.0236948864046818,-4.841962785695033
-0.0186909015509341,-4.841468913171524
-0.0131302106798307,-4.841096031560659
-0.0060241846838889,-4.840629095014914
0.0003611127754508,-4.840201278469942
0.0063170828882458,-4.839983329438872
0.0128409356740503,-4.839619624589654
0.0191237966867664,-4.839267836026936
0.0252918022194983,-4.838928414798116
0.0286317910287934,-4.839232285178988
0.0281688844720081,-4.839067841262493
0.0277910748211765,-4.83905998908059
0.0278341617186858,-4.839072322353093
