X,Y
0.0,0.0
-0.0055569585617221,-0.0004035011679899
-0.0133183707149389,-0.0007867760549454
-0.031956330524657,-0.0014823045223622
-0.0459581346922518,-0.0020501986258438
-0.0568393519182836,-0.0022138013173231
-0.0749103516891788,-0.0028899174465388
-0.1020523362332403,-0.0046126018395276
-0.1262268586992048,-0.0055868315976947
-0.1685486689373697,-0.0076076612820464
-0.1822589011524026,-0.0083804342064875
-0.2131366019577797,-0.0094958419888936
-0.2485629811768605,-0.0111855410424168
-0.2881645669673714,-0.0201215223358688
-0.3200382090415278,-0.0217496420125459
-0.3534320803717109,-0.0231141239889371
-0.4193588422482973,-0.026188577508963
-0.4357951302174135,-0.0269130068156348
-0.4669241684992874,-0.0282036184757085
-0.490389588609632,-0.0149625053259906
-0.5149241386147799,-0.0161772794492454
-0.5361891600433227,-0.0176707581390165
-0.5328900896815832,-0.0175680083730525
-0.5267859798725724,-0.0172230757169579
-0.5315742008978585,-0.0194840893687853
-0.5316192169778834,-0.0195338022485875
-0.5306323805489802,-0.0208669377050712
-0.5295320811536072,-0.0279995621701534
-0.5291451341615677,-0.0469842299216766
-0.5282886390437277,-0.0695911380183764
-0.5272118944438741,-0.0884396862509163
-0.5263347562663349,-0.1072123813597987
-0.5260899381349183,-0.126156848018422
-0.5254850439670838,-0.1453016444215941
-0.5277528841263722,-0.1642803384774921
-0.5303909505351,-0.1820289342164452
-0.5333791101751643,-0.2009517989700482
-0.5402718559029612,-0.2271612922838058
-0.5404491298903012,-0.2276712767861843
-0.5515842782970807,-0.2323610344895404
-0.5547041820372801,-0.2416240273099307
-0.561875873335211,-0.259587040040303
-0.565146617927058,-0.2683815552315926
-0.5692873851500545,-0.2767239566345119
-0.5783866995002435,-0.293503205418168
-0.5832407667163776,-0.3021844276291191
-0.593958779351628,-0.321110201197946
-0.5978677894231278,-0.3435557655184678
-0.5957520094087408,-0.3705961040847517
-0.594756651363476,-0.3958606563490132
-0.5973007338687305,-0.4206844163115098
-0.6038729918487568,-0.444241175437615
-0.6017905461605629,-0.4707235266939761
-0.5939429204870855,-0.5029269431346958
-0.5853930541636599,-0.5369445613236787
-0.5780783697211019,-0.5677262998237923
-0.5722807837012392,-0.5990560142104397
-0.5706490189765593,-0.6304663371704005
-0.5708154054506097,-0.6538783556780783
-0.578447800282824,-0.6855901555481525
-0.5858339628092125,-0.7171088969651291
-0.5850312219524186,-0.7477264541441861
-0.5819014419492642,-0.7792793812919778
-0.5860163339155467,-0.8107432956957303
-0.5919191157704279,-0.8416166768474205
-0.6042954329748859,-0.875926380766058
-0.6028532681013657,-0.9113834074205996
-0.5986696545042852,-0.9503794381768764
-0.5980804081728169,-0.9883155620731368
-0.6117042575622554,-1.0561755556758288
-0.6165126765078118,-1.0699915638038582
-0.6255214302338171,-1.0884366565383556
-0.6212757245197108,-1.079098579901934
-0.6228590714321266,-1.0787372485679023
-0.625979551028304,-1.0852681717862265
-0.633533573019932,-1.1000368222867885
-0.6530168389119407,-1.1293421790696403
-0.6907180927836208,-1.1620697779167837
-0.750974243199929,-1.226216507436258
-0.7675626062582449,-1.2472358038405398
-0.7950158860955309,-1.2847108011959212
-0.8071485269941808,-1.2978636870932938
-0.7997596623135356,-1.2898083601923365
-0.7962962578162495,-1.287058677499236
-0.8002874011461639,-1.2921743324556056
-0.8006740692781081,-1.2836829709072088
-0.8182244389673224,-1.2559525736511088
-0.8231990303598494,-1.244760624635599
-0.8362134006498313,-1.2152430403883718
-0.8436105875951679,-1.19353405785982
-0.8545832419633687,-1.1680459882093517
-0.8798890357341588,-1.118882622627837
-0.90768276496115,-1.083322386182075
-0.944157327261536,-1.0582907063286582
-0.950192165861078,-1.0561886232781288
-0.9704452641678876,-1.0505290342914375
-1.0123110697163646,-1.0464968342617815
-1.0479059936294912,-1.0536237614899986
-1.0818360421323114,-1.0727484203104214
-1.0928295668974046,-1.0743380299890426
-1.1121584284874868,-1.0800357144296866
-1.124968818592615,-1.0844382608235663
-1.128651508929596,-1.0860135382032794
-1.1324623037278414,-1.089496979889785
-1.1365460209178608,-1.0949059897878506
-1.1401561036264538,-1.096413812256786
-1.1370031604428763,-1.095145845817244
-1.1380573951686146,-1.095771227479038
-1.130490850319763,-1.1084893749209093
-1.1289250213547186,-1.111405536965853
-1.1240707929957647,-1.1212330270529065
-1.122860058326868,-1.1263304078755445
-1.1242309362666862,-1.1201403230626223
-1.1251089139368395,-1.119974049632229
-1.124153943926299,-1.1218678473987318
-1.1144453504082654,-1.1409744086101368
-1.1125644655467148,-1.1442007740556857
-1.087592432313326,-1.165689614973269
-1.073616662073769,-1.166249889645542
-1.0419274613156162,-1.176938198885799
-1.0351699547202895,-1.1910252077250938
-1.0557416898118683,-1.213388811824758
-1.0465844992415492,-1.205173260140264
-1.0466225070630395,-1.2053637912936424
-1.0500933836451458,-1.2108005985116408
-1.047777691887697,-1.2109377083616633
-1.0336300256910411,-1.2179004407330714
-1.001510686558011,-1.2402985078130304
-0.9393757985371955,-1.302257997980086
-0.9270601141889824,-1.3299945600591925
-0.920457549380303,-1.3346133292595173
-0.9198214146840998,-1.3355301992919466
-0.9039266899648752,-1.3645952994026034
-0.8958075599544683,-1.3783022383350976
-0.8916370304288866,-1.4027794046628284
-0.8736791799875546,-1.4500704446869657
-0.8728151028842249,-1.4521832738104548
-0.8552712070076253,-1.4892494877144749
-0.8350166369678221,-1.520400469097367
-0.8311242759344469,-1.522364180180247
-0.8312454683355807,-1.5213776445416227
-0.8296477335599549,-1.517742932271002
-0.8143506889868618,-1.5042820745662937
-0.7951018582895261,-1.4874333969128393
-0.7875607393267577,-1.480762819556303
-0.7926485592444489,-1.4879725017560403
-0.7664532079700096,-1.4996760268588658
-0.761715429918005,-1.5031414110947314
-0.7468687172183396,-1.5155762117834406
-0.7169097817113804,-1.5423568951617186
-0.6802909200689321,-1.5874694217383694
-0.6757363558553527,-1.5921987352981954
-0.6574094403614749,-1.6400515006868897
-0.6460119053737444,-1.6775835387631512
-0.6455971135418977,-1.6786589387377489
-0.6305211677095249,-1.7140485223307245
-0.6271817095178361,-1.7314152462436438
-0.6247447141124894,-1.7789965053799688
-0.6311727067069405,-1.8080574678163572
-0.6127202979086793,-1.8898457023196715
-0.5947502715265939,-1.9508132007956016
-0.5874007711292387,-1.9708917676288171
-0.5927027121277247,-1.9898767972599896
-0.5862559970991522,-2.010350530255743
-0.5738881331135498,-2.051101495416801
-0.5666143350619718,-2.091825936701456
-0.5666654871759643,-2.1351393697074044
-0.568086359516451,-2.1787473173863985
-0.565009635433542,-2.2403632502961144
-0.5578729706997633,-2.3048657647560558
-0.5563533952816117,-2.325963256879064
-0.5525274634306406,-2.367742424644486
-0.5630858135212514,-2.396906854219962
-0.555697361954819,-2.4387622860786577
-0.5456804458057573,-2.4798658793142456
-0.5289943786539285,-2.5615585959815164
-0.5283806415957114,-2.564544147503117
-0.5390311400750724,-2.611862117305006
-0.5274591351763583,-2.675470690762557
-0.5245804126636803,-2.697265651299197
-0.5200017632129116,-2.742345735301181
-0.5152607454077979,-2.7880694368569148
-0.5059741425748633,-2.897968519807637
-0.5034814344485529,-2.919796937628102
-0.4977649571283372,-2.9642854196360435
-0.4904462275630873,-3.032853345598422
-0.5024925140861064,-3.054333991072867
-0.4975772649534674,-3.099474233281531
-0.4923771802672684,-3.144586185165103
-0.4812742542225353,-3.234949391943628
-0.4584243907537294,-3.313939814562896
